Scene number,Start,End,Keywords,Description
62,00:19:59.120,00:20:05.440,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","Mạc Cửu chủ trương để cho dân khai quang tự do, không thu tô thuế, chỉ đứng ra tổ chức thu mua sản phẩm bán lại cho khách buôn."
63,00:20:05.440,00:20:11.560,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","Hà Tiên từ đó trở thành thương cảng quan trọng, thu hút ghe thuyền khắp nơi kể cả nước ngoài đến mua bán tấp nập."
64,00:20:11.560,00:20:17.880,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","cũng đổi tên thành Phú Quốc Ý Chị, vùng đất giàu có."
65,00:20:17.880,00:20:23.240,"ven biển Tây Nam,dòng họ Mạc,xứ Cà Mau,tỉnh Kong Pongsh,Campuchia ngày nay","Trước tình cảnh đó, năm 1708, Mạc Cửu đã dâng biểu xin thần phục chúa Nguyễn Phúc Chu và trở thành Tổng binh trấn Hà Tiên của xứ Đàng Trong."
66,00:20:23.240,00:20:28.440,"ven biển Tây Nam,dòng họ Mạc,xứ Cà Mau,tỉnh Kong Pongsh,Campuchia ngày nay","Nguyễn Vũ Thu đồng ý là xác nhận toàn bộ cái đó vào là thuộc phạm vi lãnh thổ của chú Nguyên, thế là gọi là tặng."
67,00:20:28.440,00:21:58.960,"Tổng binh trấn Hà Tiên,sông Hậu,Tiền Giang,biển Hà Tiên, Hàm Luông,Đàng Trong,Mạc Cửu,năm 1708,Vàm rạch Cái Bè phì nhiêu,Nguyễn Phúc Chu,triều đình Chân Lạp,chúa Nguyễn Phúc Chu,sông Ba Lai,sông Tiền,phạm vi lãnh thổ","Nhưng mà coi đó như là một đơn vị hành chính cấp cơ sở và giao cho ông này là tầng 9, có nghĩa là ông này làm quan dưới quyền quản lý của của ông Nguyễn Phú Trung."
68,00:21:58.960,00:22:48.880,"nhà nghiên cứu Nguyễn Đình Tư,chi hội khoa học lịch sử TPHCM","Và có hai vấn đề là thậm chí là là Nguyễn Phúc Chu còn cho với cả cái chuyện thành lập các đội tàu để mà đi buôn bán rồi các thứ, tất nhiên là phải có, phải có, nộp thuế cho chú."
69,00:22:48.880,00:23:16.560,"phó giáo sư Huỳnh Lứa,nguyên phó chủ tịch hội khoa học lịch sử Việt Nam","khi xứ biển Hà Tiên về với chú Nguyễn, lãnh thổ Đàng Trong hãy còn chia cắt, khi dải đất dọc hai bên sông Tiền, sông Hậu vẫn thuộc phạm vi quản lý về hình thức của triều đình Chân Lạp, Vàm rạch Cái Bè phì nhiêu, bên cạnh rạch Cái Thia nhiều phù sa, là những cù lao lớn giữa các sông Ba Lai, Hàm Luông và Cổ Chiên."
70,00:23:16.560,00:24:05.800,"phó giáo sư tiến sĩ Trần Thuận,phó trưởng khoa lịch sử,trường đại học khoa học xã hội nhân văn TPHCM","Những vùng đất này trước khi được sáp nhập vào lãnh thổ của các chú Nguyễn Lưu, dân tứ xứ ở Đàng Trong đã đến đây khai khẩn làm ăn rải rác."
71,00:24:05.800,00:25:10.560,"Chúa Nguyễn,xứ Đàng Trong,thế kỷ thứ 18,lịch sử dân tộc,nhân dân Việt Nam,dân tộc Việt Nam,xã hội Việt Nam,đồng bằng sông Cửu Long,lãnh thổ quốc gia Đại Việt","4 Dân số gia tăng, thêm lính tráng, thêm dân sau việc các chúa Nguyễn xúc tiến cuộc khẩn quang xác lập chủ quyền ở những triền đất chạy cập theo đôi bờ sông Tiền, sông Hậu cũng không nằm ngoài mục đích đó."
72,00:25:10.560,00:25:30.840,"Chúa Nguyễn,xứ Đàng Trong,thế kỷ thứ 18,lịch sử dân tộc,nhân dân Việt Nam,dân tộc Việt Nam,xã hội Việt Nam,đồng bằng sông Cửu Long,lãnh thổ quốc gia Đại Việt","Đồng thời kiểm soát lưu vực sông Tiền, sông Hậu."
73,00:25:30.840,00:26:49.080, ,Vấn đề mà các chú Nguyễn quan tâm nhất là về mặt quân sự và về canh tác.
74,00:26:49.080,00:26:55.000, ,"năm 1732, cùng với đất Mỹ Tho, vua Chân Lạp Sa pha 2 cũng đồng thời dân vùng Long Hồ, tức Vĩnh Long, Bến Tre, cho chú Nguyễn Chúa sai đặt châu Định Diễn Vận Vinh Long Hồ Lệ thuộc chủ gia đình."
