Scene number,Start,End,Keywords,Description
47,00:12:45.160,00:12:51.000,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ",Và sau này Nguyễn Hữu Cảnh mất thì chính người Khmer ở một số vùng họ cũng đã lập đền thờ để thờ Nguyễn Hữu Thành về cái đức độ của ông.
48,00:12:51.000,00:12:56.400,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ",Cho nên trong cái đền thờ Nguyễn Hữu Cảnh có là một cái câu người ta viết là: Đây là Đức Trại Quảng Nam.
49,00:12:56.400,00:13:03.240,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ",nhân vật thứ hai phải kể đến trong công cuộc khẩn quang Nam bộ của người Việt là Thoại Ngọc Hầu.
50,00:13:03.240,00:13:12.040,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ","Ông gốm tên thật là Nguyễn Văn Thoại, quê ở phủ Điện Bàn, tỉnh Quảng Nam này là quận Sơn Trà, thành phố Đà Nẵng, sau theo gia đình di cư vào Nam."
51,00:13:12.040,00:13:18.960,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ","đường quan lộ của Nguyễn Văn Thoại cũng bắt đầu kể từ đó, từ Cai Cơ thành Gia Định đến trấn thủ Hải Khẩu Tắc Hái, tức cửa lớp Bà Rịa hay không sai Thượng đạo Bình Tây tướng quân, rồi bị giáng chức xuống làm Cai Đội Quảng Xuất Thanh Châu, Đạo Sao lại được thăng làm Khâm sai Thống binh Cai Cương, Trấn thủ Bất Thành, Trấn thủ Lạng Sơn, Trấn thủ Định Tường và từ năm 1817 là trấn thủ trấn Vĩnh Thanh, một khu vực rộng lớn ăn từ biên giới Việt Nam Campuchia đến biển Tây."
52,00:13:18.960,00:13:25.720,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ","trên hành trình tạo dựng cơ nghiệp ở phương Nam, dải đất Cù Lao Dài nằm giữa hai con sông Băng Ra và Củ Chi, nay thuộc địa phận huyện Vũng Liêm, tỉnh Vĩnh Long đã trở thành quê hương thứ hai của Thoại Ngọc Hầu, nơi còn lưu dấu hai khu lăng mộ của bà Nguyễn Thị Tuyết và của ông bà Châu Vĩnh Huy."
53,00:13:25.720,00:13:35.040,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ","trên hành trình tạo dựng cơ nghiệp ở phương Nam, dải đất Cù Lao Dài nằm giữa hai con sông Băng Ra và Củ Chi, nay thuộc địa phận huyện Vũng Liêm, tỉnh Vĩnh Long đã trở thành quê hương thứ hai của Thoại Ngọc Hầu, nơi còn lưu dấu hai khu lăng mộ của bà Nguyễn Thị Tuyết và của ông bà Châu Vĩnh Huy."
54,00:13:35.040,00:13:41.840,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ","Bởi theo các nhà nghiên cứu lịch sử địa phương, giải đất cù lao này không chỉ góp phần nuôi dưỡng nên nhân cách, học vấn và tài năng của một danh thần huyền thoại mà còn là nơi Thoại Ngọc Hầu đã gặp và nên duyên cùng bà Châu Thị Vĩnh Tế, người về sau sẽ hỗ trợ đắc lực châu Âu trong công cuộc đào kênh lập làng, lập ấp vùng Biên Viễn được triều Nguyễn đặt tên cho sông, cho núi để lưu danh cùng hậu thế, công đức của ông đã thấm đẫm nơi xứ sở này."
55,00:13:41.840,00:14:23.320,"ông Nguyễn Văn Điền,nhà nghiên cứu địa phương","Và khi ông là về làm trấn thủ Vinh Thanh Á, ông về Cù Lao Dài này, ông thành lập năm cái làng kiểu mẫu."
56,00:14:23.320,00:14:56.920,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương",Năm cái làng kiểu mẫu trên đất cù lao dài này ông.
57,00:14:56.920,00:15:03.040,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương,chăn trâu","thời điểm Thoại Ngọc Hầu được bổ nhiệm chức Trấn thủ trấn Vĩnh Thanh của Vũ Gia Định, vua Gia Long đã lên ngôi được 15 năm và lúc này dù chủ trương tiếp tục đẩy mạnh cuộc khẩn quang ở Đồng bằng sông Cửu Long trên cơ sở mà các chú Nguyễn đã đạt được trong thế kỷ 17 18 với tốc độ nhanh hơn, mạnh hơn, đặc biệt ưu tiên các công trình đầu kênh lớn."
58,00:15:03.040,00:15:09.440,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương","công cuộc khai quang, đào kênh, phát triển nông nghiệp ở Nam Bộ dưới thời các vua Nguyễn nổi lên ba đặc điểm chính: Một là triều đình cử Đại quang trực tiếp thực hiện hay là những công trình thủy lợi quy mô lớn bằng hệ thống kênh mương nhân tạo này là cơ sở để giải quyết tích cực việc dẫn thủy nhập điền, phát triển nông nghiệp."
59,00:15:09.440,00:15:18.680,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương,nông dân cấy lúa","công cuộc khai quang, đào kênh, phát triển nông nghiệp ở Nam Bộ dưới thời các vua Nguyễn nổi lên ba đặc điểm chính: Một là triều đình cử Đại quang trực tiếp thực hiện hay là những công trình thủy lợi quy mô lớn bằng hệ thống kênh mương nhân tạo này là cơ sở để giải quyết tích cực việc dẫn thủy nhập điền, phát triển nông nghiệp."
60,00:15:18.680,00:15:25.840,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương,nông dân cấy lúa","công cuộc khai quang, đào kênh, phát triển nông nghiệp ở Nam Bộ dưới thời các vua Nguyễn nổi lên ba đặc điểm chính: Một là triều đình cử Đại quang trực tiếp thực hiện hay là những công trình thủy lợi quy mô lớn bằng hệ thống kênh mương nhân tạo này là cơ sở để giải quyết tích cực việc dẫn thủy nhập điền, phát triển nông nghiệp."
61,00:15:25.840,00:15:33.160,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương,nông dân cấy lúa","công cuộc khai quang, đào kênh, phát triển nông nghiệp ở Nam Bộ dưới thời các vua Nguyễn nổi lên ba đặc điểm chính: Một là triều đình cử Đại quang trực tiếp thực hiện hay là những công trình thủy lợi quy mô lớn bằng hệ thống kênh mương nhân tạo này là cơ sở để giải quyết tích cực việc dẫn thủy nhập điền, phát triển nông nghiệp."
62,00:15:33.160,00:15:41.040,"công trình thủy lợi quy mô,Nam Bộ,hệ thống kênh mương,chăn trâu","trong bối cảnh đó, Thoại Ngọc Hầu Thu đến trấn Vĩnh Thanh đã gấp rút chỉ đạo việc đào hai con tên lớn có ý nghĩa chiến lược và kinh tế quốc phòng ở miền biên viễn là kênh Vĩnh Tế và kinh tại Hà"
63,00:15:41.040,00:16:52.200,"Thoại Ngọc Hầu Thu,trấn Vĩnh Thanh,kênh Vĩnh Tế,ý nghĩa chiến lược,kinh tế quốc phòng","đặc biệt, kênh Vĩnh Tế được đào dọc theo triền biên giới Việt Nam Campuchia ngày nay, nối liền Châu Đốc với Hà Tiên, là con kênh đào lớn nhất trong lịch sử thời phong kiến Việt Nam"
64,00:16:52.200,00:17:30.720,"nhà nghiên cứu Trương Ngọc Tường,chi hội khoa học lịch sử TPHCM","Khi hoàn thành, Thoại Ngọc Hầu đã cho lập 5 làng xung quanh là Vĩnh Ngương, Vĩnh Tế, Vĩnh Điều, Vĩnh Da và Vĩnh Thông"
65,00:17:30.720,00:17:45.360,"Nguyễn Văn Tri cất quân đi đánh dẹp nội loạn,chốn biên thùy,xứ Cao Miên tức Chân Lạp,tướng Huỳnh Công Lý","Đốc sách Đại Nam nhất thống chí ghi nhận, từ ấy đường sông lưu thông, từ kế hoạch trong nước, phòng giữ ngoài biên cho tới nhân dân buôn bán đều được tiện lợi vô cùng."
66,00:17:45.360,00:17:50.840,"Nguyễn Văn Thành,Thoại Ngọc Hầu,Nguyễn Văn Tri cất quân đi đánh dẹp nội loạn,chốn biên thùy,xứ Cao Miên tức Chân Lạp,tướng Huỳnh Công Lý","ngoài là một nhà doanh điền sắc sảo trong việc chỉ đạo đào kênh, lắp đường, Khẩn Quang, lập ấp, Thoại Ngọc Hầu còn là một danh tướng tài ba."
67,00:17:50.840,00:18:32.760,"Nguyễn Văn Thành,Thoại Ngọc Hầu,Nguyễn Văn Tri cất quân đi đánh dẹp nội loạn,chốn biên thùy,xứ Cao Miên tức Chân Lạp,tướng Huỳnh Công Lý","Năm 1820, Thoại Ngọc Hầu cùng hai tướng Huỳnh Công Lý, Nguyễn Văn Tri cất quân đi đánh dẹp cuộc nội loạn của Sãi Kế."
68,00:18:32.760,00:19:16.480,"bờ Hậu Giang,Hà Tiên,kênh Vĩnh Tế,Châu Đốc","năm 1827, ông cho lập đội quân Châu Đốc để phòng giữ Châu Đốc, lập đội quân An Hải để phòng giữ Hà Tiên Nhân dân."
69,00:19:16.480,00:19:24.560,"sông Cửu Long,đồng ruộng,kênh Vĩnh Tế","nhờ công thoại Ngọc Hầu mà vùng biên viễn Kiên Giang, An Giang đã trở nên trù phú, góp phần rất lớn vào việc giữ yên bờ cõi Tây Nam của Tổ quốc."
70,00:19:24.560,00:19:30.760,"sông Cửu Long,đồng ruộng,kênh Vĩnh Tế","và việc đào kênh Vĩnh Tế, cho dẫu còn để lại một nghĩa trủng bi thương, tức nghĩa trang của rất nhiều dân binh chết bệnh, chết vì kiệt sức, vì làm mồi cho thú dữ trong lúc đào kênh."
71,00:19:30.760,00:19:38.280,"sông Cửu Long,đồng ruộng,kênh Vĩnh Tế","Nhưng có một thực tế không thể phủ nhận rằng, cho đến ngày nay, kênh Vĩnh Tế vẫn là một thủy đạo rất hữu ích cho việc thông thương vận tải."
72,00:19:38.280,00:19:47.600,"sông Cửu Long,đồng ruộng,kênh Vĩnh Tế","từ dàn kinh ở bờ Hậu Giang, Châu Đốc thẳng đến cửa Giang Thành, Hà Tiên, sở dĩ lưu thông được là nhờ nơi dòng nước đào tay này."
73,00:19:47.600,00:20:04.200,"sông Cửu Long,đồng ruộng,kênh Vĩnh Tế","ngoài ra, kênh Vĩnh Tế còn có tác dụng vô cùng quan trọng trong việc đưa nước ngọt của sông Cửu Long vào các khu đồng ruộng mênh mông để rửa sạch chất muối, chất phèn cho mùa màng thêm tươi tốt."
74,00:20:04.200,00:20:39.360,"ông Nguyễn Văn Điền,nhà nghiên cứu địa phương","cũng bởi công lao to lớn của Thoại Ngọc Hầu trong việc khai phá đất đai miền sông Hậu, bảo vệ biên cương của Tổ quốc, mà ngay cả khi triều đình nhà Nguyễn kết án quan Thoại Ngọc Hầu."
75,00:20:39.360,00:20:46.880,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích","Nói tóm lại, ở trên đất cù lao này dài này, những cái gì mà mang cái tính sim là từ ông đem về hết, trồng ở đây."
76,00:20:46.880,00:20:52.200,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích","à, ở đây là tôi chỉ nói là chỉ có phạm vi cờ lâu dài, còn nếu nói về An Giang thì ông lại có công."
77,00:20:52.200,00:21:02.120,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích","Người đó nếu nói tới là Thoại Ngọc Hầu, vùng đất An Giang thì rất nhiều công trình ở trên đó, người ta đặt tên là tên núi, lên xong thì cũng là phần phần."
78,00:21:02.120,00:21:10.160,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích",nhân vật thứ ba có tầm ảnh hưởng rất lớn ở Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia trên vùng đất mới là Tả Quân Lê Văn Duyệt mà ngày nay bất kỳ một du khách phương xa nào giá lại thành phố Hồ Chí Minh đều được biết tiếng ông ở một khu di tích khá nổi tiếng: Lăng Ông Bà Chiểu.
79,00:21:10.160,00:21:17.760,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích",nhân vật thứ ba có tầm ảnh hưởng rất lớn ở Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia trên vùng đất mới là Tả Quân Lê Văn Duyệt mà ngày nay bất kỳ một du khách phương xa nào giá lại thành phố Hồ Chí Minh đều được biết tiếng ông ở một khu di tích khá nổi tiếng: Lăng Ông Bà Chiểu.
80,00:21:17.760,00:21:28.880,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích","Lê Văn Việt vốn gốc gác ở Quảng Ngãi nhưng được sinh ra và lớn lên ở Mỹ Tho, Tiền Giang."
81,00:21:28.880,00:21:34.480,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích",do có nhiều công lao lớn dưới triều Nguyễn nên Lê Văn Duyệt được xếp vào hàng đệ nhất khai quốc công thần.
82,00:21:34.480,00:21:40.040,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích",do có nhiều công lao lớn dưới triều Nguyễn nên Lê Văn Duyệt được xếp vào hàng đệ nhất khai quốc công thần.
83,00:21:40.040,00:21:47.480,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,khu di tích",do có nhiều công lao lớn dưới triều Nguyễn nên Lê Văn Duyệt được xếp vào hàng đệ nhất khai quốc công thần.
84,00:21:47.480,00:21:54.520,"Tả Quân Lê Văn Duyệt,thành phố Hồ Chí Minh,Nam Bộ thời kỳ đầu củng cố chủ quyền quốc gia,vua Minh Mạng ân thưởng Ngọc Đái","năm 1823, ông còn được vua Minh Mạng ân thưởng Ngọc Đái với lời dụ rằng:"
85,00:21:54.520,00:23:23.360,"năm 1812,sông Cửu Long","về công lao của Tả quân Lê Văn Việt với vùng đất phương Nam, sử sách chép rằng, vào năm 1812, dưới triều Gia Long, vua cử Lê Văn Việt vào làm Tổng trấn Gia Định thành lần thứ nhất Kim trông coi luôn thay đất Bình Thuận và Hà Tiên."
86,00:23:23.360,00:23:34.040," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Sau đó ông được triệu về kinh, được phái đi kinh lược và bình định nổi loạn ở các vùng Thanh Hóa, Nghệ An, Ninh Bình, Sang Từ dân Mạng, năm 1820, một lần nữa, Dù lại cử Lê Văn Việt vào làm Tổng trấn Gia Định Thành lần thứ hai, chỉ huy việc dẹp loạn Sãi kế, đồng thời tiếp tục điều động dân binh mở rộng kênh đào Vĩnh Tế ở vùng biên giới Việt Nam Campuchia."
87,00:23:34.040,00:23:39.880," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","hai lần làm Tổng trấn Gia Định Thành, Lê Văn Duyệt đã có những đóng góp rất lớn trong việc ổn định và phát triển Nam Bộ nói chung và Tây Nam Bộ nói riêng, khiến cho vùng này từ một khu vực chịu ảnh hưởng nặng nề của chiến tranh thành một vùng đất bình yên và giàu có, Phan Thanh Giảng đã ngợi ca rằng Gia Định này thật có phúc mới gặp được một tổng trấn như Đại Quang."
88,00:23:39.880,00:23:47.080," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","hai lần làm Tổng trấn Gia Định Thành, Lê Văn Duyệt đã có những đóng góp rất lớn trong việc ổn định và phát triển Nam Bộ nói chung và Tây Nam Bộ nói riêng, khiến cho vùng này từ một khu vực chịu ảnh hưởng nặng nề của chiến tranh thành một vùng đất bình yên và giàu có, Phan Thanh Giảng đã ngợi ca rằng Gia Định này thật có phúc mới gặp được một tổng trấn như Đại Quang."
89,00:23:47.080,00:23:52.280," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","hai lần làm Tổng trấn Gia Định Thành, Lê Văn Duyệt đã có những đóng góp rất lớn trong việc ổn định và phát triển Nam Bộ nói chung và Tây Nam Bộ nói riêng, khiến cho vùng này từ một khu vực chịu ảnh hưởng nặng nề của chiến tranh thành một vùng đất bình yên và giàu có, Phan Thanh Giảng đã ngợi ca rằng Gia Định này thật có phúc mới gặp được một tổng trấn như Đại Quang."
90,00:23:52.280,00:23:58.800," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","hai lần làm Tổng trấn Gia Định Thành, Lê Văn Duyệt đã có những đóng góp rất lớn trong việc ổn định và phát triển Nam Bộ nói chung và Tây Nam Bộ nói riêng, khiến cho vùng này từ một khu vực chịu ảnh hưởng nặng nề của chiến tranh thành một vùng đất bình yên và giàu có, Phan Thanh Giảng đã ngợi ca rằng Gia Định này thật có phúc mới gặp được một tổng trấn như Đại Quang."
91,00:23:58.800,00:24:04.040," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Ở dòng sông thì trên bến dưới thuyền, lúa gạo nghìn nghịt, thật là không thiếu thứ gì."
92,00:24:04.040,00:24:09.360," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Người ăn mày rất hiếm, Tổng Trắng rất nhân từ."
93,00:24:09.360,00:24:14.760," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Người ăn mày rất hiếm, Tổng Trắng rất nhân từ."
94,00:24:14.760,00:24:20.000," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Người ăn mày rất hiếm, Tổng Trắng rất nhân từ."
95,00:24:20.000,00:24:26.720," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Người ăn mày rất hiếm, Tổng Trắng rất nhân từ."
96,00:24:26.720,00:24:33.320," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Người ăn mày rất hiếm, Tổng Trắng rất nhân từ."
97,00:24:33.320,00:24:40.400," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","Người ăn mày rất hiếm, Tổng Trắng rất nhân từ."
98,00:24:40.400,00:24:46.680," Lê Văn Duyệt,cư dân buôn bán,trấn Gia Định,Tây Nam Bộ,lúa gạo,chợ","cái tiếng, cái ảnh hưởng của ông thì không được sử sách viết lại nhiều về phía nhà Nguyễn, nhưng mà trong lòng dân chúng của Nam Bộ thì Lê Văn Duyệt rất là được yêu mến và kính trọng, và người ta ghi ơn phi công của Lê Văn Việt Vương đất Nam Bô này."
99,00:24:46.680,00:25:04.280,"tiến sĩ Đinh Văn Hạnh,phân viện trưởng phân viện văn hóa nghệ thuật quốc gia Việt Nam tại TPHCM","cái tiếng, cái ảnh hưởng của ông thì không được sử sách viết lại nhiều về phía nhà Nguyễn, nhưng mà trong lòng dân chúng của Nam Bộ thì Lê Văn Duyệt rất là được yêu mến và kính trọng, và người ta ghi ơn phi công của Lê Văn Việt Vương đất Nam Bô này."
100,00:25:04.280,00:25:30.800,"tiến sĩ Nguyễn Ngọc Thơ,khoa văn hóa học,đại học xã hội nhân văn TPHCM","cái tiếng, cái ảnh hưởng của ông thì không được sử sách viết lại nhiều về phía nhà Nguyễn, nhưng mà trong lòng dân chúng của Nam Bộ thì Lê Văn Duyệt rất là được yêu mến và kính trọng, và người ta ghi ơn phi công của Lê Văn Việt Vương đất Nam Bô này."
101,00:25:30.800,00:26:11.040,"Tả quân Lê Văn Duyệt,lăng mộ,tôn thờ,đền thờ,tổng trấn Gia Định thành","Cần phải đặt cái vấn đề trong cái góc nhìn tương tác mới thấy hết được những cái đóng góp của Tổng Trấn Lê Văn Việt, ông đã có những chính sách để ăn Anh, Ví dụ như là gom góp để tạo điều kiện cho người Việt lưu lưu danh vào đây."
102,00:26:11.040,00:26:16.680,"Tả quân Lê Văn Duyệt,lăng mộ,tôn thờ,đền thờ,tổng trấn Gia Định thành","Tả Quân Lê Văn Duyệt là một nhân vật có số phận khá kỳ lạ, Bản thân vốn là một cậu bé ít học, ham chơi, nhưng nhờ thời thế mà thi thố bản lĩnh, nhanh chóng trở thành đại tướng, mang ấn công hậu, làm dương một cõi, du quan đều phải nể trọng."
103,00:26:16.680,00:26:23.360,"Tả quân Lê Văn Duyệt,lăng mộ,tôn thờ,đền thờ,tổng trấn Gia Định thành","ấy vậy mà người đời vẫn lén lút thờ cúng, tưởng nhớ ông như một vị thành hoàng hiển linh trong lòng nhân dân Nam Bộ."
104,00:26:23.360,00:26:35.560,"Tả quân Lê Văn Duyệt,lăng mộ,tôn thờ,đền thờ,tổng trấn Gia Định thành","việc Tả quân Lê Văn Duyệt phản đối Vô Minh Mạng nối ngôi, ra sức bảo vệ các tín đồ Công giáo khỏi chính sách bế quan tỏa cảng của vua hay cuộc nổi loạn của người con nuôi Lê Văn Khôi được xem là nguyên nhân trực tiếp cho 7 tội cảm, 2 tội giảo và 1 tội sung quân mà Đô sát viện triều Nguyễn đã liệt kê trình lên vua Minh Mạng."
105,00:26:35.560,00:26:48.960,"Tả quân Lê Văn Duyệt,lăng mộ,tôn thờ,đền thờ,tổng trấn Gia Định thành","dù xung quanh vị Tổng trấn Gia Định Thành này vẫn còn nhiều lời bàn khác nhau, nhưng ngẫm lại, Tả quân Lê Văn Duyệt đã sống một cuộc đời cống hiến, quên mình vì dân vì nước với đất Tây Nam Bộ, ông được xếp vào hàng những tôn thần định xứ sở, không chỉ làm từ chú các vùng dân cư mà còn góp phần bảo vệ vững chắc vùng đất mới của Tổ quốc ở phương Nam để lại cho hậu thế muôn đời."
106,00:26:48.960,00:27:11.880,"Tả quân Lê Văn Duyệt,lăng mộ,tôn thờ,đền thờ,tổng trấn Gia Định thành", 
107,00:27:11.880,00:28:30.200, , 
108,00:28:30.200,00:28:36.120, , 
