Scene number,Start,End,Keywords,Description
72,00:15:23.600,00:15:29.840,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
73,00:15:29.840,00:15:35.400,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
74,00:15:35.400,00:15:40.760,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
75,00:15:40.760,00:15:46.360,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
76,00:15:46.360,00:15:52.960,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
77,00:15:52.960,00:15:58.200,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
78,00:15:58.200,00:16:04.280,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
79,00:16:04.280,00:16:09.480,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
80,00:16:09.480,00:16:15.760,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
81,00:16:15.760,00:16:21.840,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
82,00:16:21.840,00:16:29.120,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
83,00:16:29.120,00:16:36.040,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua,đánh cá","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
84,00:16:36.040,00:16:43.480,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua,đánh cá","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
85,00:16:43.480,00:16:50.800,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua,đánh cá","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
86,00:16:50.800,00:17:01.400,"tài nguyên thiên nhiên,sông nước Cửu Long,Nam bộ,trái bần, vị đặc trưng,kho tàng kinh nghiệm,vị chua,đánh cá","bên cạnh việc kế thừa truyền thống nông nghiệp lúa nước của tổ tiên, những người đi mở đất thuở nào còn biết tận dụng nguồn tài nguyên thiên nhiên sẵn có để phục vụ cho sinh kế thường ngày, kết quả, họ đã để lại cả một kho tàng kinh nghiệm phong phú trong cách ăn, cách ở, thuận với tự nhiên, làm nên bản sắc văn hóa đặc thù của vùng sông nước phương Nam."
87,00:17:01.400,00:17:10.000,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng",Đó cũng là thời điểm người miền Tây vào mùa thu hoạch bậnótcả một khoảng trời.
88,00:17:10.000,00:17:18.600,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng","ký ức tuổi thơ của bao thế hệ chứa đựng vị chua mát của những trái bần vừa 9 - 2, vị đặc trưng của món canh chua tương bằng của những bà má Nam Bộ để thương, để nhớ cho bao người con xa xứ rồi bận, lại có mặt trong các địa danh, các giai thoại và trong những lời ca, điệu hát của con người miền Tây."
89,00:17:18.600,00:17:24.560,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng","từ chuyện cây bần nhìn lại nền ẩm thực thời khẩn quan của vùng đất Tây Nam Bộ, mới hay người xứ ấy đã tạo nên cả một thế giới đầy màu sắc và hương vị trên con đường rông rỗi rày đây mai đó, lưu dân người Việt đã biến miền thiên nhiên hoang dã nhưng tràn trề cây lá thành nguồn nguyên liệu hàng ngày vô cùng phong phú và độc đáo không thể tìm thấy ở ẩm thực miền Bắc hay miền Trung."
90,00:17:24.560,00:17:34.240,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng","từ chuyện cây bần nhìn lại nền ẩm thực thời khẩn quan của vùng đất Tây Nam Bộ, mới hay người xứ ấy đã tạo nên cả một thế giới đầy màu sắc và hương vị trên con đường rông rỗi rày đây mai đó, lưu dân người Việt đã biến miền thiên nhiên hoang dã nhưng tràn trề cây lá thành nguồn nguyên liệu hàng ngày vô cùng phong phú và độc đáo không thể tìm thấy ở ẩm thực miền Bắc hay miền Trung."
91,00:17:34.240,00:17:41.160,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng","từ chuyện cây bần nhìn lại nền ẩm thực thời khẩn quan của vùng đất Tây Nam Bộ, mới hay người xứ ấy đã tạo nên cả một thế giới đầy màu sắc và hương vị trên con đường rông rỗi rày đây mai đó, lưu dân người Việt đã biến miền thiên nhiên hoang dã nhưng tràn trề cây lá thành nguồn nguyên liệu hàng ngày vô cùng phong phú và độc đáo không thể tìm thấy ở ẩm thực miền Bắc hay miền Trung."
92,00:17:41.160,00:17:48.800,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng","từ chuyện cây bần nhìn lại nền ẩm thực thời khẩn quan của vùng đất Tây Nam Bộ, mới hay người xứ ấy đã tạo nên cả một thế giới đầy màu sắc và hương vị trên con đường rông rỗi rày đây mai đó, lưu dân người Việt đã biến miền thiên nhiên hoang dã nhưng tràn trề cây lá thành nguồn nguyên liệu hàng ngày vô cùng phong phú và độc đáo không thể tìm thấy ở ẩm thực miền Bắc hay miền Trung."
93,00:17:48.800,00:17:56.320,"rau hoang,ẩm thực,bạc hà,vùng đất Tây Nam Bộ,lưu dân Việt,thiên nhiên,bồn bồn,hoa súng","từ chuyện cây bần nhìn lại nền ẩm thực thời khẩn quan của vùng đất Tây Nam Bộ, mới hay người xứ ấy đã tạo nên cả một thế giới đầy màu sắc và hương vị trên con đường rông rỗi rày đây mai đó, lưu dân người Việt đã biến miền thiên nhiên hoang dã nhưng tràn trề cây lá thành nguồn nguyên liệu hàng ngày vô cùng phong phú và độc đáo không thể tìm thấy ở ẩm thực miền Bắc hay miền Trung."
94,00:17:56.320,00:18:31.360,"phó giáo sư tiến sĩ Phan An,viện khoa học xã hội vùng Nam Bộ","Từ đạt tại Bạc Hà, kèo nèo, bồn bồn, tuần bác, Trần Bao đến bông điên điển, bông lục bình, bông súng nhân dân."
95,00:18:31.360,00:18:39.800,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","so với một số vùng thì cá thiên nhiên ở Nam Bộ này nó cũng có những cái mặt ưu đãi, nó có những cái mặt thuận lợi đối với con người."
96,00:18:39.800,00:18:47.800,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","Nó cái cái nó khác ở miền Trung Bắc là nó có rất ít bảo và đất đai, nó rất là mau mở, không cần phải có cái cái cái cái gia công quá nhiều vất vả như miền Bắc thì vẫn thu hoạch được năng suất cao thì đấy là những cái điều đó nó tạo cho cái sự thích ứng của con người Nam Bộ."
97,00:18:47.800,00:18:55.200,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
98,00:18:55.200,00:19:04.360,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
99,00:19:04.360,00:19:10.120,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
100,00:19:10.120,00:19:17.680,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
101,00:19:17.680,00:19:25.200,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
102,00:19:25.200,00:19:30.400,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
103,00:19:30.400,00:19:38.360,"phong cách ẩm thực,lưu dân xưa,chốn rừng thiêng độc tố,triết lý văn hóa,biển Tây,biển Đông,đầy dẫy chim muông,thiên nhiên Tây Nam Bộ,thiên nhiên sông nước miền Tây","dẫu là chốn rừng thiêng nước độc tố giữ tràn đầy, nhưng thiên nhiên Tây Nam Bộ buổi ban đầu ấy cũng lại rất giàu có về sản vật."
104,00:19:38.360,00:20:54.080,"loài cây lương thực,cánh đồng,mùa lũ,cây lúa,thiên nhiên sông nước miền Tây","những năm tháng vật lộn chinh phục thiên nhiên sông nước miền Tây lưu dân, người Việt còn để lại câu chuyện truyền kỳ về một giống lúa trời hoang dã, thần bí."
105,00:20:54.080,00:21:13.960,"giáo sư tiến sĩ Trần Ngọc Thêm,nguyên giám đốc trung tâm văn hóa lý luận và ứng dụng,trường đại học khoa học xã hội nhân văn TPHCM",Giữa cánh đồng mênh mông nước thì các loài cây lương thực khác không thể sinh trưởng trong những mùa lũ lưu niên ở vùng đồng bằng này.
106,00:21:13.960,00:21:25.520,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch",ờ tên Nam so với miền Bắc và miền Trung thì nó nổi bật ở hai cái điểm.
107,00:21:25.520,00:21:31.120,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
108,00:21:31.120,00:21:38.160,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
109,00:21:38.160,00:21:46.680,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
110,00:21:46.680,00:21:52.920,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
111,00:21:52.920,00:21:59.560,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
112,00:21:59.560,00:22:06.640,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
113,00:22:06.640,00:22:13.320,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
114,00:22:13.320,00:22:19.880,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","khi đức vua đã bén hơi người, khi nơi xa lạ trở thành chốn quê nhà, những lưu dân bắt đầu thể hiện sự gắn bó thân thuộc với vùng đất mới bằng cách đặt tên cho những dòng kênh, bờ đất mà hằng ngày họ vẫn thường qua lại, có điều gì đó rất đỗi kiêu hùng nhưng cũng thật hà, chân chất và bình dị trong những tên gọi địa danh Nam Bộ."
115,00:22:19.880,00:22:38.360,"Cái Răng,Cái Mơn,truyền thuyết dân gian,sự kiện lịch sử,dòng kênh,cuộc khẩn hoang Nam Bộ,kênh rạch","Nào đâu, những Cái Mơn, Cái Nước, Cái Răng, Dòng Sông, Dòng Viền, Dòng Ông Tố, Nào đâu những Gò Bầu, Gò Găng, Gò Quao, Sẽ Bần Xẻo Lá, Xẻo Rô, hay Ngã Ba, Ông Trạch, Chợ Phó Sinh, rạch Bà Cường, cầu Ương Lãng Nhân Dân."
116,00:22:38.360,00:23:04.800,"giáo sư tiến sĩ Trần Ngọc Thêm,nguyên giám đốc trung tâm văn hóa lý luận và ứng dụng,trường đại học khoa học xã hội nhân văn TPHCM","Đó có thể là đặc trưng cảnh quan vùng đất mới hay những gợi nhớ về các sự kiện lịch sử, những anh hùng đánh giặc giữ nước, những nhân vật dân gian gắn liền với cuộc Khẩn Quang Nam Bộ và có cả sự tiếp thu, tiếp biến các yếu tố Pharma, Pháp, vân vân."
117,00:23:04.800,00:23:21.720,"phó giáo sư Huỳnh Lứa,nguyên phó chủ tịch hội khoa học lịch sử Việt Nam","vì hết nhà Nho, cho nên là người ta không có ảnh hưởng, người ta không tác động, người ta không làm thay đổi cái văn hóa dân gian đi, Nhờ thế mà những cái địa danh cổ được giữ lại, địa danh dân gian được giữ lại và khắp tất cả mọi nơi thế cộng cái nữa tức là đây cái giao lưu với lại ờ văn hóa địa phương, văn hóa Khmer rất là là rất là mạnh, cho nên rất nhiều những cái tên gọi là gốc từ trong tiếng Khmer rồi là bị Việt hóa đi, nó trở thành những cái tên chúng ta nghe rất là là rõ ràng, là không phải là mang từ quê hương bản quán ở miền Bắc, miền Trung vào, thí dụ như cả máu cả màu làm sao."
118,00:23:21.720,00:23:28.440,tôm,"cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
119,00:23:28.440,00:23:33.840,cua,"cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
120,00:23:33.840,00:23:41.520,"đời sống xã hội,dân đồng bằng sông Cửu Long,phong tục tập quán,Tây Nam Bộ,hoàn cảnh lịch sử xã hội","cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
121,00:23:41.520,00:23:49.120,"đời sống xã hội,dân đồng bằng sông Cửu Long,phong tục tập quán,Tây Nam Bộ,hoàn cảnh lịch sử xã hội","cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
122,00:23:49.120,00:23:56.240,"đời sống xã hội,dân đồng bằng sông Cửu Long,phong tục tập quán,Tây Nam Bộ,hoàn cảnh lịch sử xã hội","cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
123,00:23:56.240,00:24:01.920,"đời sống xã hội,dân đồng bằng sông Cửu Long,phong tục tập quán,Tây Nam Bộ,hoàn cảnh lịch sử xã hội","cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
124,00:24:01.920,00:24:07.880,"đời sống xã hội,dân đồng bằng sông Cửu Long,phong tục tập quán,Tây Nam Bộ,hoàn cảnh lịch sử xã hội","cũng là dân Việt phát tích từ vùng đất thiêng của các vua Hùng, nhưng người Việt ở Tây Nam Bộ lại có một đời sống văn hóa, vật chất và tinh thần rất đặc thù."
125,00:24:07.880,00:24:16.440,cua,"So với hai khu vực miền Bắc và miền Trung, vùng đất mới với vốn ấn riêng và tự nhiên và hoàn cảnh lịch sử xã hội đã tạo nên những tác động, ảnh hưởng sâu sắc đến quá trình thay đổi trong nhận thức về tổ chức đời sống xã hội và tập quán dân cư của những người đi khai thác."
126,00:24:16.440,00:24:22.360,"lịch sử Nam Bộ,Sài Gòn","Hơn nữa, đây cũng là đề tài mà người dân Nam Bộ rất quan tâm."
127,00:24:22.360,00:24:27.880,"lịch sử Nam Bộ,Sài Gòn","Hơn nữa, đây cũng là đề tài mà người dân Nam Bộ rất quan tâm."
128,00:24:27.880,00:24:34.520,"lịch sử Nam Bộ,Sài Gòn","Hơn nữa, đây cũng là đề tài mà người dân Nam Bộ rất quan tâm."
129,00:24:34.520,00:24:39.920,"lịch sử Nam Bộ,Sài Gòn","Hơn nữa, đây cũng là đề tài mà người dân Nam Bộ rất quan tâm."
130,00:24:39.920,00:24:48.720,"lịch sử Nam Bộ,Sài Gòn","Hơn nữa, đây cũng là đề tài mà người dân Nam Bộ rất quan tâm."
131,00:24:48.720,00:24:53.920,"lịch sử Nam Bộ,Sài Gòn","Hơn nữa, đây cũng là đề tài mà người dân Nam Bộ rất quan tâm."
132,00:24:53.920,00:24:59.160,"miền đất,tâm thức cộng đồng dân cư địa phương,Tây Nam Bộ,huyền thoại","Bởi trong ký ức của những người Sài Gòn cũ, người Nam Bộ cũ vẫn còn lưu giữ nhiều ấn tượng trong việc vật lộn với thiên nhiên, chinh phục thiên nhiên trong những ngày đầu mở đất, mở nước."
133,00:24:59.160,00:25:05.160,"miền đất,tâm thức cộng đồng dân cư địa phương,Tây Nam Bộ,huyền thoại","cũng vì lẽ đó, Tây Nam Bộ vẫn luôn là miền đất rẻ đầy hấp dẫn, lôi cuốn trong tâm thức cộng đồng dân cư địa phương và thu hút sự quan tâm, chú ý đặc biệt của những cư dân miền ngoài muốn tìm đến khám phá và trải nghiệm không gian khẩn quan huyền thoại một thời đã lùi xa."
134,00:25:05.160,00:25:10.920,"miền đất,tâm thức cộng đồng dân cư địa phương,Tây Nam Bộ,huyền thoại","cũng vì lẽ đó, Tây Nam Bộ vẫn luôn là miền đất rẻ đầy hấp dẫn, lôi cuốn trong tâm thức cộng đồng dân cư địa phương và thu hút sự quan tâm, chú ý đặc biệt của những cư dân miền ngoài muốn tìm đến khám phá và trải nghiệm không gian khẩn quan huyền thoại một thời đã lùi xa."
135,00:25:10.920,00:25:22.960,"miền đất,tâm thức cộng đồng dân cư địa phương,Tây Nam Bộ,huyền thoại", 
136,00:25:22.960,00:26:41.120, , 
137,00:26:41.120,00:26:47.040, , 
